Text,Language,text_length,text_length_log
"Si le modèle est appris de manière incrémentale en fonction d'une récompense reçue par le programme pour chacune des actions entreprises, on parle d'apprentissage par renforcement.",French,180,5.198497031265826
"Dans le cas le plus général, sans étiquette, on cherche à déterminer la structure sous-jacente des données (qui peuvent être une densité de probabilité) et il s'agit alors d'apprentissage non supervisé.",French,202,5.313205979041787
"L'apprentissage automatique peut être appliqué à différents types de données, tels des graphes, des arbres, des courbes, ou plus simplement des vecteurs de caractéristiques, qui peuvent être continues ou discrètes.",French,214,5.3706380281276624
"Depuis l'antiquité, le sujet des machines pensantes préoccupe les esprits.",French,74,4.31748811353631
"Ce concept est la base de pensées pour ce qui deviendra ensuite l'intelligence artificielle, ainsi qu'une de ses sous-branches : l'apprentissage automatique.",French,157,5.062595033026967
"La concrétisation de cette idée est principalement due à Alan Turing (mathématicien et cryptologue britannique) et à son concept de la « machine universelle » en 1936[4], qui est à la base des ordinateurs d'aujourd'hui.",French,219,5.393627546352362
"Il continuera à poser les bases de l'apprentissage automatique, avec son article sur « L'ordinateur et l'intelligence » en 1950[5], dans lequel il développe, entre autres, le test de Turing.",French,190,5.25227342804663
"En 1943, le neurophysiologiste Warren McCulloch et le mathématicien Walter Pitts publient un article décrivant le fonctionnement de neurones en les représentant à l'aide de circuits électriques.",French,194,5.272999558563747
Cette représentation sera la base théorique des réseaux neuronaux[6].,French,69,4.248495242049359
"Arthur Samuel, informaticien américain pionnier dans le secteur de l'intelligence artificielle, est le premier à faire usage de l'expression machine learning (en français, « apprentissage automatique ») en 1959 à la suite de la création de son programme pour IBM en 1952.",French,271,5.605802066295998
Le programme jouait au Jeu de Dames et s'améliorait en jouant.,French,62,4.143134726391533
"À terme, il parvint à battre le 4e meilleur joueur des États-Unis[7],[8].",French,73,4.30406509320417
"Une avancée majeure dans le secteur de l'intelligence machine est le succès de l'ordinateur développé par IBM, Deep Blue, qui est le premier à vaincre le champion mondial d'échecs Garry Kasparov en 1997.",French,203,5.318119993844216
"Le projet Deep Blue en inspirera nombre d'autres dans le cadre de l'intelligence artificielle, particulièrement un autre grand défi : IBM Watson, l'ordinateur dont le but est de gagner au jeu Jeopardy![9].",French,205,5.327876168789581
"Ce but est atteint en 2011, quand Watson gagne à Jeopardy!",French,58,4.07753744390572
en répondant aux questions par traitement de langage naturel[10].,French,65,4.189654742026425
"Durant les années suivantes, les applications de l'apprentissage automatique médiatisées se succèdent bien plus rapidement qu'auparavant.",French,137,4.927253685157205
"En 2012, un réseau neuronal développé par Google parvient à reconnaître des visages humains ainsi que des chats dans des vidéos YouTube[11],[12].",French,145,4.983606621708336
"En 2014, 64 ans après la prédiction d'Alan Turing, le dialogueur Eugene Goostman est le premier à réussir le test de Turing en parvenant à convaincre 33 % des juges humains au bout de cinq minutes de conversation qu'il est non pas un ordinateur, mais un garçon ukrainien de 13 ans[13].",French,285,5.655991810819852
"En 2015, une nouvelle étape importante est atteinte lorsque l'ordinateur « AlphaGo » de Google gagne contre un des meilleurs joueurs au jeu de Go, jeu de plateau considéré comme le plus dur du monde[14].",French,203,5.318119993844216
"En 2016, un système d'intelligence artificielle à base d'apprentissage automatique nommé LipNet parvient à lire sur les lèvres avec un grand taux de succès[15],[16].",French,165,5.111987788356544
"Les algorithmes utilisés permettent, dans une certaine mesure, à un système piloté par ordinateur (un robot éventuellement), ou assisté par ordinateur, d'adapter ses analyses et ses comportements en réponse, en se fondant sur l'analyse de données empiriques provenant d'une base de données ou de capteurs.",French,305,5.723585101952381
La difficulté réside dans le fait que l'ensemble de tous les comportements possibles compte tenu de toutes les entrées possibles devient rapidement trop complexe à décrire (on parle d'explosion combinatoire).,French,208,5.342334251964811
On confie donc à des programmes le soin d'ajuster un modèle pour simplifier cette complexité et de l'utiliser de manière opérationnelle.,French,136,4.919980925828125
"Idéalement, l'apprentissage visera à être non supervisé, c'est-à-dire que la nature des données d'entrainement n'est pas connue[17].",French,132,4.890349128221754
"L'utilisation de tel ou tel algorithme dépend fortement de la tâche à résoudre (classification, estimation de valeurs…).",French,120,4.795790545596741
"L'apprentissage automatique est utilisé pour un large spectre d'applications, par exemple : La qualité de l'apprentissage et de l'analyse dépendent du besoin en amont et a priori de la compétence de l'opérateur pour préparer l'analyse.",French,235,5.4638318050256105
"Elle dépend aussi de la complexité du modèle (spécifique ou généraliste), de son adéquation et de son adaptation au sujet à traiter.",French,132,4.890349128221754
"In fine, la qualité du travail dépendra aussi du mode (de mise en évidence visuelle) des résultats pour l'utilisateur final (un résultat pertinent pourrait être caché dans un schéma trop complexe, ou mal mis en évidence par une représentation graphique inappropriée).",French,267,5.5909869805108565
"Avant cela, la qualité du travail dépendra de facteurs initiaux contraignants, liées à la base de données : L'apprentissage automatique ne se résume pas à un ensemble d'algorithmes mais suit une succession d'étapes[25].",French,219,5.393627546352362
L’apprentissage automatique demande de grandes quantités de données pour fonctionner correctement.,French,98,4.59511985013459
"Il peut s’avérer difficile de contrôler l’intégrité des jeux de données, notamment dans le cas de données générées par les réseaux sociaux[26].",French,143,4.969813299576001
"La qualité des « décisions » prises par un algorithme d’AA dépend non seulement de la qualité (donc de leur homogénéité, fiabilité, etc.)",French,137,4.927253685157205
des données utilisées pour l’entrainement mais surtout de leur quantité.,French,72,4.290459441148391
"Donc, pour un jeu de données sociales collecté sans attention particulière à la représentation des minorités, l’AA est statistiquement injuste vis-à-vis de celles-ci.",French,166,5.117993812416755
"En effet, la capacité à prendre de « bonnes » décisions dépend de la taille des données, or celle-ci sera proportionnellement inférieure pour les minorités.",French,156,5.056245805348308
"L’AA ne distingue actuellement pas cause et corrélation de par sa construction mathématique, et est incapable d’aller au-delà du cadre imposé par ses données, il n’a donc pas de capacité d’extrapolation.",French,203,5.318119993844216
"Un exemple : si on apprend à un algorithme de retourner le chiffre qu’on lui donne (application identité) en l’entraînant uniquement avec les nombres 1 à 5, il sera incapable de correctement répondre à 6.",French,204,5.3230099791384085
Il est donc incapable d’extrapoler.,French,35,3.58351893845611
L’utilisation d’algorithmes d’apprentissage automatique demande donc d’avoir conscience du cadre de données que l’on a utilisé pour l’apprentissage lors de leur utilisation.,French,173,5.159055299214529
Il est donc prétentieux d’attribuer des vertus trop grandes aux algorithmes d’apprentissage automatique[27].,French,108,4.6913478822291435
"La voiture autonome paraît réalisable grâce à l’apprentissage automatique et les énormes quantités de données générées par la flotte automobile, de plus en plus connectée.",French,171,5.147494476813453
"Contrairement aux algorithmes classiques (qui suivent un ensemble de règles prédéterminées), l’apprentissage automatique apprend ses propres règles[28].",French,152,5.030437921392435
Les principaux innovateurs dans le domaine insistent sur le fait que le progrès provient de l’automatisation des processus.,French,123,4.820281565605037
Ceci présente le défaut que le processus d’apprentissage automatique devient privatisé et obscur.,French,97,4.584967478670572
"Privatisé, car les algorithmes d’AA constituent des gigantesques opportunités économiques, et obscurs car leur compréhension passe derrière leur optimisation.",French,158,5.0689042022202315
"Cette évolution peut potentiellement nuire à la confiance du public envers l’apprentissage automatique, mais surtout au potentiel à long terme de techniques très prometteuses[29].",French,179,5.19295685089021
